filename,tier,rule_id,rule_name,pillar,suspended,fired,points_deducted,system_pillar_score,manual_pillar_score,pillar_abs_error,system_overall,manual_overall,overall_abs_error
Oscar V_Beginner.mp4,Beginner,F5,Mid-downswing hitch,flow,False,True,5,16,9,7,72,30,42
Oscar V_Beginner.mp4,Beginner,F6,Follow-through frames,flow,False,True,4,16,9,7,72,30,42
Straight Drive_Beginner.mp4,Average,A1,Bat path around body,access,False,True,6,19,13,6,63,49,14
Straight Drive_Beginner.mp4,Average,A2,Elbow angle at contact,access,True,False,0,19,13,6,63,49,14
Straight Drive_Beginner.mp4,Average,A3,Compression frames,access,False,False,0,19,13,6,63,49,14
Straight Drive_Beginner.mp4,Average,A4,Torso lean,access,True,False,0,19,13,6,63,49,14
Straight Drive_Beginner.mp4,Average,A5,Shoulder-hip gap,access,False,False,0,19,13,6,63,49,14
Straight Drive_Beginner.mp4,Average,A6,Early opening fraction,access,False,False,0,19,13,6,63,49,14
Straight Drive_Beginner.mp4,Average,T1,Head offset,tracking,True,False,0,22,14,8,63,49,14
Straight Drive_Beginner.mp4,Average,T2,Early head change,tracking,False,True,3,22,14,8,63,49,14
Straight Drive_Beginner.mp4,Average,T3,Head position variance,tracking,True,False,0,22,14,8,63,49,14
Straight Drive_Beginner.mp4,Average,T4,Eye tilt,tracking,True,False,0,22,14,8,63,49,14
Straight Drive_Beginner.mp4,Average,T5,Setup head variance,tracking,True,False,0,22,14,8,63,49,14
Straight Drive_Beginner.mp4,Average,S1,Hip shift,stability,False,True,10,15,12,3,63,49,14
Straight Drive_Beginner.mp4,Average,S2,Post-contact instability,stability,False,False,0,15,12,3,63,49,14
Straight Drive_Beginner.mp4,Average,S3,Hip drift frames,stability,True,False,0,15,12,3,63,49,14
Straight Drive_Beginner.mp4,Average,S4,Post-contact body rotation,stability,False,False,0,15,12,3,63,49,14
Straight Drive_Beginner.mp4,Average,F1,Sync frames,flow,False,False,0,7,10,3,63,49,14
Straight Drive_Beginner.mp4,Average,F2,Velocity direction changes,flow,True,False,0,7,10,3,63,49,14
Straight Drive_Beginner.mp4,Average,F3,Timing ratio,flow,False,True,6,7,10,3,63,49,14
Straight Drive_Beginner.mp4,Average,F4,Pause frames,flow,False,True,3,7,10,3,63,49,14
Straight Drive_Beginner.mp4,Average,F5,Mid-downswing hitch,flow,False,True,5,7,10,3,63,49,14
Straight Drive_Beginner.mp4,Average,F6,Follow-through frames,flow,False,True,4,7,10,3,63,49,14
Viv P_Offdrive Elite.mov,Elite,A1,Bat path around body,access,False,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,A2,Elbow angle at contact,access,True,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,A3,Compression frames,access,False,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,A4,Torso lean,access,True,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,A5,Shoulder-hip gap,access,False,True,3,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,A6,Early opening fraction,access,False,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,T1,Head offset,tracking,True,False,0,25,23,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,T2,Early head change,tracking,False,False,0,25,23,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,T3,Head position variance,tracking,True,False,0,25,23,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,T4,Eye tilt,tracking,True,False,0,25,23,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,T5,Setup head variance,tracking,True,False,0,25,23,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,S1,Hip shift,stability,False,True,3,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,S2,Post-contact instability,stability,False,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,S3,Hip drift frames,stability,True,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,S4,Post-contact body rotation,stability,False,False,0,22,24,2,77,94,17
Viv P_Offdrive Elite.mov,Elite,F1,Sync frames,flow,False,False,0,8,23,15,77,94,17
Viv P_Offdrive Elite.mov,Elite,F2,Velocity direction changes,flow,True,False,0,8,23,15,77,94,17
Viv P_Offdrive Elite.mov,Elite,F3,Timing ratio,flow,False,True,9,8,23,15,77,94,17
Viv P_Offdrive Elite.mov,Elite,F4,Pause frames,flow,False,True,6,8,23,15,77,94,17
Viv P_Offdrive Elite.mov,Elite,F5,Mid-downswing hitch,flow,False,False,0,8,23,15,77,94,17
Viv P_Offdrive Elite.mov,Elite,F6,Follow-through frames,flow,False,True,2,8,23,15,77,94,17
